member_title,member_url,pageid,source_articles,source_article_urls,root_categories,root_category_urls,categories_found_in
Robert von Zimmermann,https://en.wikipedia.org/wiki/Robert_von_Zimmermann,6058258,Academy of sciences,https://en.wikipedia.org/wiki/Academy_of_sciences,Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Austrian Academy of Sciences
Robert W. Allard,https://en.wikipedia.org/wiki/Robert_W._Allard,54108973,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert W. Bower,https://en.wikipedia.org/wiki/Robert_W._Bower,20288198,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the United States National Academy of Engineering
Robert W. Boyd,https://en.wikipedia.org/wiki/Robert_W._Boyd,32166039,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Canada
Robert W. Brodersen,https://en.wikipedia.org/wiki/Robert_W._Brodersen,28418197,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the United States National Academy of Engineering
Robert W. Holley,https://en.wikipedia.org/wiki/Robert_W._Holley,1508474,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert W. Lucky,https://en.wikipedia.org/wiki/Robert_W._Lucky,1372277,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the European Academy of Sciences and Arts | Category:Members of the United States National Academy of Engineering
Robert W. Wood,https://en.wikipedia.org/wiki/Robert_W._Wood,440853,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Wald,https://en.wikipedia.org/wiki/Robert_Wald,5635914,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Waldron Plenderleith,https://en.wikipedia.org/wiki/Robert_Waldron_Plenderleith,56276684,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Walker Hay,https://en.wikipedia.org/wiki/Robert_Walker_Hay,52030204,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Wallace (professor),https://en.wikipedia.org/wiki/Robert_Wallace_(professor),60266062,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Walmsley (anatomist),https://en.wikipedia.org/wiki/Robert_Walmsley_(anatomist),60300348,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Walsh (medical scientist),https://en.wikipedia.org/wiki/Robert_Walsh_(medical_scientist),76332929,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Australian Academy of Science
Robert Warden Lee,https://en.wikipedia.org/wiki/Robert_Warden_Lee,65448838,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
Robert Warington,https://en.wikipedia.org/wiki/Robert_Warington,45136973,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Watson (chemist),https://en.wikipedia.org/wiki/Robert_Watson_(chemist),61142,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Webster (virologist),https://en.wikipedia.org/wiki/Robert_Webster_(virologist),2886597,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Weinberg (biologist),https://en.wikipedia.org/wiki/Robert_Weinberg_(biologist),4268961,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the National Academy of Medicine | Category:Members of the Royal Swedish Academy of Sciences | Category:Members of the United States National Academy of Sciences
Robert Westwater,https://en.wikipedia.org/wiki/Robert_Westwater,60442292,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Whittaker (ecologist),https://en.wikipedia.org/wiki/Robert_Whittaker_(ecologist),2791851,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Wilfred Scarff,https://en.wikipedia.org/wiki/Robert_Wilfred_Scarff,57478032,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert William Boyle,https://en.wikipedia.org/wiki/Robert_William_Boyle,15828788,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Canada
Robert William Mylne,https://en.wikipedia.org/wiki/Robert_William_Mylne,28016703,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert William Philip,https://en.wikipedia.org/wiki/Robert_William_Philip,49272037,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert William Pringle,https://en.wikipedia.org/wiki/Robert_William_Pringle,56374470,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Canada | Category:Fellows of the Royal Society of Edinburgh
Robert William Schrier,https://en.wikipedia.org/wiki/Robert_William_Schrier,13500457,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the National Academy of Medicine
Robert William Sievier,https://en.wikipedia.org/wiki/Robert_William_Sievier,8038238,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert William Smith (surgeon),https://en.wikipedia.org/wiki/Robert_William_Smith_(surgeon),29584048,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Royal Irish Academy
Robert Williamson (geneticist),https://en.wikipedia.org/wiki/Robert_Williamson_(geneticist),58127707,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Australian Academy of Science
Robert Willis (engineer),https://en.wikipedia.org/wiki/Robert_Willis_(engineer),11572848,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Wilson (astronomer),https://en.wikipedia.org/wiki/Robert_Wilson_(astronomer),2245682,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Wilson (engineer),https://en.wikipedia.org/wiki/Robert_Wilson_(engineer),40229620,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Wilson (philosopher),https://en.wikipedia.org/wiki/Robert_Wilson_(philosopher),49281484,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Canada
